"","V1","V1.6","V1.5","V1.4","V1.3","deploymentID","V1.2","speciesName","project","subproject","treatment","deploymentName","idType","sequenceID","beginTime","endTime","commonName","age","sex","individuallyIDentifiable","count","fuzzed","begin","end","beginDate","endDate","julianDay","year","month","quarter","actualDateOut","retrievalDate","plotName","plotTreatment","cameraFailureDetails","deploymentNotes","baitType","baitDescription","baitStatus","trails","feature","featureTypeMethodology","detectionDistance","trapNights","tdiff","dayOfDeployment","Binom","AmericanBeaverBinom","AmericanBlackBearBinom","AmericanMinkBinom","AmericanRedSquirrelBinom","AppalachianCottontailBinom","BobcatBinom","CoyoteBinom","DomesticCatBinom","DomesticDogBinom","EasternChipmunkBinom","EasternCottontailBinom","EasternFoxSquirrelBinom","EasternGraySquirrelBinom","EasternSpottedSkunkBinom","EasternWoodratBinom","ElkAkaRedDeerBinom","GreyFoxBinom","LongTailedWeaselBinom","MarshRabbitBinom","NineBandedArmadilloBinom","NorthAmericanOtterBinom","NorthernBobwhiteBinom","NorthernRaccoonBinom","RedFoxBinom","RedWolfBinom","RuffedGrouseBinom","SouthernFlyingSquirrelBinom","StripedSkunkBinom","SwampRabbitBinom","UnknownCanidBinom","UnknownFelidBinom","UnknownFlyingSquirrelBinom","UnknownRabbitHareBinom","UnknownSmallRodentBinom","UnknownSquirrelBinom","VirginiaOpossumBinom","WhiteTailedDeerBinom","WildBoarBinom","WildTurkeyBinom","WoodchuckBinom","V1.1","AmericanBeaver","AmericanBlackBear","AmericanMink","AmericanRedSquirrel","AppalachianCottontail","Bobcat","Coyote","DomesticCat","DomesticDog","EasternChipmunk","EasternCottontail","EasternFoxSquirrel","EasternGraySquirrel","EasternSpottedSkunk","EasternWoodrat","ElkAkaRedDeer","GreyFox","LongTailedWeasel","MarshRabbit","NineBandedArmadillo","NorthAmericanOtter","NorthernBobwhite","NorthernRaccoon","RedFox","RedWolf","RuffedGrouse","SouthernFlyingSquirrel","StripedSkunk","SwampRabbit","UnknownCanid","UnknownFelid","UnknownFlyingSquirrel","UnknownRabbitHare","UnknownSmallRodent","UnknownSquirrel","VirginiaOpossum","WhiteTailedDeer","WildBoar","WildTurkey","Woodchuck","avgPrecip","avgTemp","avgCloud","avgEVI","building100","building200","building300","building400","building500","building600","building700","building800","building900","building1000","distToBuilding","distToStream","streamLength1km","streamLength5km","distToRoad","actualLon","actualLat"
"24",24,24,24,24,24,"d21789",24,"Ursus americanus","North Carolina's Candid Critters Project","Hofmann Forest","","HofmannFor_5_Oct2016","Researcher","d21789s12","05:27:05","05:28:12","American Black Bear","error","error","error",1,FALSE,"2016-10-24 01:15:07","2016-10-28 05:28:12","2016-10-28","2016-10-28",302,2016,10,4,"2016-10-23","2016-11-13","","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",9,21,7381,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3.58609130340802e-05,291.487725813595,34.2450548278676,0.41697923865309,0,0,0,0,0,0,0,0,0,0,2848.64634091081,4931.98598212068,0,162.240272159097,5238.88509209818,-77.4163998923687,34.9930960489273
"25",25,25,25,25,25,"d21817",25,"Camera Trapper","North Carolina's Candid Critters Project","Henderson County","DuPont State Recreational Forest","Cameron_A_Henderson2","Researcher","d21817s1","11:00:42","11:00:42","Camera Trapper","error","error","error",1,FALSE,"2016-11-25 11:00:42","2016-11-25 11:00:42","2016-11-25","2016-11-25",330,2016,11,4,"2016-11-25","2016-12-15","Large Forest","DuPont State Recreational Forest","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.4435130246769e-05,291.784996949288,28.4139124198155,0.408487587131218,0,0,0,0,0,0,0,0,0,0,1463.77987108111,185.51482617203,1098.63210419311,11.3708571985347,1024.19148410452,-82.592663531674,35.1959085010321
"26",26,26,26,26,26,"d21818",26,"Camera Trapper","North Carolina's Candid Critters Project","Avery County","Grandfather Mountain Stewardship Foundation","Caveny_J_Avery1","Researcher","d21818s1","09:41:33","09:41:33","Camera Trapper","error","error","error",1,FALSE,"2016-12-01 09:41:33","2016-12-01 09:41:33","2016-12-01","2016-12-01",336,2016,12,4,"2016-12-01","2016-12-23","Small Forest","Grandfather Mountain Stewardship Foundation","NULL","Camera facing South","No Bait","NULL","no bait","no trails","Not Entered","",12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,2.55894842382643e-05,291.646755775922,28.276655840834,0.4066391981636,0,0,3,3,3,7,7,10,17,32,247.84744262481,1122.01339814988,0,2012.22864344394,219.230781937938,-81.8471653809676,36.0829337588321
"27",27,27,27,27,27,"d21819",27,"Camera Trapper","North Carolina's Candid Critters Project","Durham County","Jordan Game lands","Marticorena_D_Durham1","Researcher","d21819s9","16:31:24","16:31:26","Camera Trapper","error","error","error",1,FALSE,"2016-11-28 00:45:30","2016-12-17 16:31:26","2016-12-17","2016-12-17",352,2016,12,4,"2016-11-26","2016-12-17","Large Forest","Jordan Game lands","NULL","Detection distance was at minimum due to high temperatures","No Bait","NULL","no bait","no trails","Not Entered","",10,21,120226,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.94251614782837e-05,291.449026848843,25.5769403131703,0.408031202637106,0,0,7,18,36,90,161,218,254,294,225.803029299971,80.3450733085568,28.8453169273452,1395.4438334631,125.429273347958,-78.9851208051778,35.9270811432919
"28",28,28,28,28,28,"d21821",28,"Camera Trapper","North Carolina's Candid Critters Project","Guilford County","Small private forest","Lafferty_L_Guilford1","Researcher","d21821s72","16:46:13","16:47:00","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-02 06:49:16","2016-12-22 16:47:00","2016-12-22","2016-12-22",357,2016,12,4,"2016-11-28","2016-12-22","Open","Small private forest","NULL","thought batteries went bad so took camera. you will see some air pics and volunteer pics. put camera back out the next day on same tree but changed direction to right about 6 inches. i keep forgetting that I need to switch to set up to see number of photos on sim card.","No Bait","NULL","no bait","no trails","Not Entered","",14,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53008657980476e-05,290.227531732005,20.7378649629247,0.395611450033675,3,4,10,20,27,40,52,70,89,104,13.2932062511541,1647.2671496755,0,174.498838249966,123.447296847824,-79.5837512482742,36.1155627341041
"29",29,29,29,29,29,"d21824",29,"Camera Trapper","North Carolina's Candid Critters Project","Rowan County","Woods","Hanna_M_Rowan1","Researcher","d21824s1","10:02:19","10:02:20","Camera Trapper","error","error","error",1,FALSE,"2016-12-01 10:02:19","2016-12-01 10:02:20","2016-12-01","2016-12-01",336,2016,12,4,"2016-12-01","2016-12-22","Large Forest","Woods","NULL","Placed parrell to creek, near creek crossing. ","No Bait","NULL","no bait","no trails","Not Entered","",33,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3.35884435040456e-05,291.853635937373,29.2381358815885,0.405432496150334,0,0,0,0,0,5,14,31,81,142,534.193177868287,174.466575958732,377.633188565333,252.833045294731,378.482940250142,-80.5052098870601,35.671741073097
"30",30,30,30,30,30,"d21872",30,"Camera Trapper","North Carolina's Candid Critters Project","Currituck County","open","Miller_B_Currituck1","Researcher","d21872s1","15:29:31","15:29:42","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-01-03 15:29:31","2017-01-03 15:29:42","2017-01-03","2017-01-03",3,2017,1,1,"2017-01-03","2017-01-25","Large Forest","open","NULL","Card was stolen from orginal location. Was instructed to move camera and try again. These are the correct cooridantes for the pictures","No Bait","NULL","no bait","no trails","Not Entered","",35,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6.66051755652964e-05,291.593538496143,26.6575935576463,0.425429341082222,0,0,0,0,0,0,0,0,1,7,878.57876208495,231.621283785276,376.371585018375,1025.29083256451,886.759894907383,-75.9081903656021,36.2404198952146
"31",31,31,31,31,31,"d21878",31,"Camera Trapper","North Carolina's Candid Critters Project","Wake County","Woods","Spears_M_Wake1","Researcher","d21878s1","12:44:04","12:45:55","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-03 12:44:04","2016-12-03 12:45:55","2016-12-03","2016-12-03",338,2016,12,4,"2016-12-03","2016-12-22","Large Forest","Woods","NULL","Camera seems to have stopped taking pictures on December 22.  I picked it up on December 24.","No Bait","NULL","no bait","no trails","Not Entered","",10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,2.01875752877739e-05,290.737981016488,19.1542402655062,0.401685531292907,4,23,57,97,148,190,243,294,350,414,35.5217164553203,931.772830407978,457.214794414713,229.583087500095,5.9592923594733,-78.7045065416434,35.9583287630714
"32",32,32,32,32,32,"d21879",32,"Camera Trapper","North Carolina's Candid Critters Project","Johnston County","Woods","Yauch_C_Johnston1","Researcher","d21879s1","09:19:30","09:20:42","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-01 09:19:30","2016-12-01 09:20:42","2016-12-01","2016-12-01",336,2016,12,4,"2016-12-01","2016-12-23","Yard","Woods","NULL","Personal camera & SD card.
Camera did not photograph me waving on pick-up date.","No Bait","NULL","no bait","no trails","Not Entered","",32,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,5.58445148687467e-05,291.467949975333,31.2513505665565,0.412259113948268,6,31,78,146,220,283,377,469,542,625,14.5632717320372,758.683795034962,10.689469001777,9.22940504718584,18.9700633315031,-78.3903586237522,35.6349336185367
"33",33,33,33,33,33,"d21883",33,"Camera Trapper","North Carolina's Candid Critters Project","Yancey County","Open","Watson_M_Yancey1","Researcher","d21883s1","12:10:23","12:11:38","Camera Trapper","error","error","error",1,FALSE,"2016-12-01 12:10:23","2016-12-01 12:11:38","2016-12-01","2016-12-01",336,2016,12,4,"2016-12-01","2016-12-22","Large Forest","Open","NULL","my own camera","No Bait","NULL","no bait","no trails","Not Entered","",15,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102286771030018,291.759478181731,36.3877639251719,0.405739539101672,4,4,9,9,16,19,24,26,31,42,41.0036437847724,267.764546748087,125.053649828043,1485.15665824003,18.5173401381894,-82.3173477121051,35.8175856918603
"34",34,34,34,34,34,"d21884",34,"Camera Trapper","North Carolina's Candid Critters Project","Henderson County","Open","Cameron_A_Henderson3","Researcher","d21884s1","09:41:22","09:41:55","Camera Trapper","error","error","error",1,FALSE,"2016-12-01 09:41:22","2016-12-01 09:41:55","2016-12-01","2016-12-01",336,2016,12,4,"2016-12-01","2016-12-22","Large Forest","Open","NULL","Tons of deer shots due to an old apple or crab apple tree in the middle of the frame that I was not aware of when I placed the camera,","No Bait","NULL","no bait","no trails","Not Entered","",8,21,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1.35149449220959e-05,291.768061408733,28.253076475613,0.406724711920214,0,0,0,0,1,2,4,7,11,14,495.139871935838,797.053238132336,1098.63210419311,11.3708571985347,477.446685286965,-82.6056340845883,35.2139067756931
"35",35,35,35,35,35,"d21885",35,"Sciurus carolinensis","North Carolina's Candid Critters Project","Orange County","Woods","Stenross_B_Orange1","Researcher","d21885s138","14:57:56","14:57:56","Eastern Gray Squirrel","Unknown","Unknown","N",1,FALSE,"2016-12-21 19:25:36","2016-12-24 14:57:56","2016-12-24","2016-12-24",359,2016,12,4,"2016-12-20","2017-01-11","Small Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",5.7404,22,6729,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3.84319172883548e-05,292.419160512117,31.7670164598961,0.40799576205696,1,10,18,23,38,52,76,131,170,215,82.864119048663,342.666656377997,703.639782920883,292.957978765696,100.363547466701,-79.1013705261834,35.9183936857653
"36",36,36,36,36,36,"d21887",36,"Sciurus carolinensis","North Carolina's Candid Critters Project","Pitt County","Woods","Miller_D_Pitt1","Researcher","d21887s1","16:50:33","16:50:36","Eastern Gray Squirrel","Unknown","Unknown","N",1,FALSE,"2016-12-04 16:50:33","2016-12-04 16:50:36","2016-12-04","2016-12-04",339,2016,12,4,"2016-12-04","2017-01-05","Yard","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,4.55183670608799e-05,290.179713305796,30.8798279163573,0.405195395546993,19,76,163,289,416,569,746,918,1132,1355,11.8799143252353,524.146303503385,813.214500889089,877.303059701901,17.222277343655,-77.3504640579249,35.5830260802216
"37",37,37,37,37,37,"d21909",37,"Camera Trapper","North Carolina's Candid Critters Project","Henderson County","Woods","Cameron_A_Henderson4","Researcher","d21909s1","08:59:12","08:59:27","Camera Trapper","error","error","error",1,FALSE,"2016-12-08 08:59:12","2016-12-08 08:59:27","2016-12-08","2016-12-08",343,2016,12,4,"2016-12-08","2016-12-29","Large Forest","Woods","NULL","The woman in many fo the shots is Lori Williams, a Wildlife Diversity Biologist with the NC/WRC.  She did not know the camers was in the area.  She came to the site to collect environmental data on Green Salamanders (Aneides aeneus) which inhabit some rocks at the site.","No Bait","NULL","no bait","no trails","Not Entered","",7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38971861647087e-05,291.685646512399,37.9782309899769,0.405497549719536,0,0,0,0,0,0,0,0,2,5,806.115423499985,3.11788498902952,284.020967350947,5.12521401116555,440.218981878441,-82.5731963116261,35.2070691840929
"38",38,38,38,38,38,"d21933",38,"Sciurus carolinensis","North Carolina's Candid Critters Project","Durham County","Woods","Hamiliton_E_Durham1","Researcher","d21933s150","08:42:57","08:44:57","Eastern Gray Squirrel","Unknown","Unknown","N",1,FALSE,"2017-01-22 02:05:34","2016-12-30 08:44:57","2016-12-30","2016-12-30",365,2016,12,4,"2016-12-17","2016-12-31","Yard","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",10,14,6369,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98458083353178e-05,292.381836661841,29.1377592474386,0.409728474016927,21,63,130,214,312,468,620,811,1034,1251,12.3918286006756,265.483415536908,952.788842594245,17.6153900894678,10.313729682899,-78.9316100383686,35.9752827003337
"39",39,39,39,39,39,"d21935",39,"Camera Trapper","North Carolina's Candid Critters Project","New Hanover County","Open","Price_C_NewHanover1","Researcher","d21935s25","16:04:19","16:04:37","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-24 18:28:28","2016-12-25 16:04:37","2016-12-25","2016-12-25",360,2016,12,4,"2016-12-10","2016-12-25","Coastal Uplands","Open","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",22,15,16842,15,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.95855037485575e-05,292.641499225509,33.4409097984593,0.428237382218091,0,0,0,0,0,1,1,1,1,3,518.496009316165,1653.88622873421,0,38.8684874278202,354.058062281778,-77.9344810337691,33.9577869898747
"40",40,40,40,40,40,"d21956",40,"Camera Trapper","North Carolina's Candid Critters Project","Transylvania County","Open","Cameron_A_Transylvania4","Researcher","d21956s1","09:21:27","09:21:38","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-16 09:21:27","2016-12-16 09:21:38","2016-12-16","2016-12-16",351,2016,12,4,"2016-12-16","2017-01-06","Large Forest","Open","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88896618484598e-05,293.079748162234,31.3901257686577,0.403275113076326,0,0,0,0,1,1,2,2,3,3,494.241316794413,508.831412485446,67.600051056775,1734.88079851527,520.938704986155,-82.6146788801752,35.1673185290725
"41",41,41,41,41,41,"d21958",41,"Camera Trapper","North Carolina's Candid Critters Project","Forsyth County","Woods","Tuttle_M_Forsyth4","Researcher","d21958s30","11:50:21","11:50:33","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-01-05 03:18:25","2017-01-14 11:50:33","2017-01-14","2017-01-14",14,2017,1,1,"2016-12-19","2017-01-14","Small Forest","Woods","NULL","Most pictures were of moving water in the creek and reflection of the sun on the water.  Very few animals.","No Bait","NULL","no bait","no trails","Not Entered","",13.9,26,24239,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76510259732206e-05,290.594077841344,36.0324121150198,0.426236740326228,6,17,34,80,139,237,323,394,465,538,31.9573304607684,81.0217197309238,89.8007944803044,1079.97698542082,11.5665325146159,-80.2786284331327,36.1647039669428
"42",42,42,42,42,42,"d21962",42,"Canis familiaris","North Carolina's Candid Critters Project","Hoke County","Woods","Griesser_K_Hoke1","Researcher","d21962s1","13:06:57","13:07:53","Domestic Dog","error","error","error",2,FALSE,"2016-12-02 13:06:57","2016-12-02 13:07:53","2016-12-02","2016-12-02",337,2016,12,4,"2016-11-25","2016-12-02","Large Forest","Woods","NULL","Browning BTC-6HD camera","No Bait","NULL","no bait","no trails","Not Entered","",60,7,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07408870553947e-05,291.487494573638,24.5049675585325,0.395772079718345,0,0,0,1,2,7,9,14,21,30,316.889869170142,263.838674604185,940.999109624791,291.644621953816,412.815417890773,-79.2146212655071,35.0119159602187
"43",43,43,43,43,43,"d21963",43,"Camera Trapper","North Carolina's Candid Critters Project","Ashe County","Woods on farm","Hightower_J_Ashe1","Researcher","d21963s1","13:52:56","13:53:16","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-20 13:52:56","2016-12-20 13:53:16","2016-12-20","2016-12-20",355,2016,12,4,"2016-12-20","2017-01-10","Other","Woods on farm","NULL","Camera rotated partway through deployment so later images tilted. Definitely need to double-check the IDs for fox vs coyote","No Bait","NULL","no bait","no trails","Water source/Spring","stream",11,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,5.63815876560326e-05,293.296016264999,38.0961107034195,0.40414082135762,10,33,63,113,164,227,295,349,410,477,3.92378249219271,85.3628490335092,1687.40292567391,3560.46404611205,27.1674865611601,-81.4729920685428,36.4200228839718
"44",44,44,44,44,44,"d21984",44,"Camera Trapper","North Carolina's Candid Critters Project","Ashe County","Woods","Carmichael_S_Ashe1","Researcher","d21984s1","18:52:22","18:52:23","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-30 18:52:22","2017-03-30 18:52:23","2017-03-30","2017-03-30",89,2017,3,1,"2017-03-30","2017-04-05","Yard","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",20,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,2.18008177436039e-05,289.778109511857,34.1716517385175,0.398702002309436,0,0,1,8,14,16,25,34,44,62,269.221363458746,273.474300294852,676.804855165161,717.120458167705,198.126448267218,-81.6989194520482,36.3920391800472
"45",45,45,45,45,45,"d21995",45,"Camera Trapper","North Carolina's Candid Critters Project","Dare County","Open","WrightBrothersNM_Open_2","Researcher","d21995s1","11:35:36","11:35:41","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-24 11:35:36","2016-12-24 11:35:41","2016-12-24","2016-12-24",359,2016,12,4,"2016-12-24","2017-01-14","Coastal Uplands","Open","NULL","facing SW across airfield","No Bait","NULL","no bait","no trails","Not Entered","",11.9,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3.01816621145599e-05,293.148236722705,36.0122616876686,0.426018737570469,0,2,11,26,50,78,112,170,225,267,156.23953752312,406.873434464764,246.676083301847,565.448416086298,190.507211359258,-75.6822419874304,36.0060343407869
"46",46,46,46,46,46,"d21997",46,"Camera Trapper","North Carolina's Candid Critters Project","Avery County","Woods","White_C_Avery1","Researcher","d21997s1","11:22:13","11:22:17","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2016-12-24 11:22:13","2016-12-24 11:22:17","2016-12-24","2016-12-24",359,2016,12,4,"2016-12-24","2017-01-14","Large Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6.98733451285445e-05,292.946878104003,29.0520295973517,0.42492798023421,0,0,1,1,3,6,15,31,51,66,296.998423908982,1009.00052294181,0,4234.84434443551,170.795070111711,-81.8516649958182,36.0830334588516
"47",47,47,47,47,47,"d21999",47,"Camera Trapper","North Carolina's Candid Critters Project","Henderson County","Woods","Cameron_A_Henderson5","Researcher","d21999s5","12:21:34","12:21:34","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-01-11 12:21:34","2017-01-11 12:21:34","2017-01-11","2017-01-11",11,2017,1,1,"2016-12-23","2017-01-11","Large Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",7,19,1112261,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72821677632136e-05,291.478507592944,27.8150941879204,0.411028886522257,0,0,0,0,0,0,0,0,0,0,1534.48201722474,126.35853073519,1098.63210419311,11.3708571985347,460.33148352384,-82.5971035013385,35.1997480263899
